        7	2020-06-10 14:42:58	16	1	0	0
      145	2020-06-10 15:44:39	16	0	0	0
       75	2020-06-10 15:50:34	16	1	0	0
       39	2020-06-10 15:56:50	16	1	0	0
      182	2020-06-10 15:58:56	16	1	0	0
      161	2020-06-10 15:59:48	16	1	0	0
      152	2020-06-10 15:59:51	16	1	0	0
      162	2020-06-10 15:59:55	16	1	0	0
      107	2020-06-10 16:01:09	16	1	0	0
      115	2020-06-10 16:02:25	16	1	0	0
       74	2020-06-10 16:03:19	16	1	0	0
       59	2020-06-10 16:03:27	16	1	0	0
        8	2020-06-10 16:03:51	16	1	0	0
       13	2020-06-10 16:04:02	16	1	0	0
      134	2020-06-10 16:05:23	16	1	0	0
      144	2020-06-10 16:06:09	16	1	0	0
       15	2020-06-10 16:06:57	16	0	0	0
       15	2020-06-10 16:07:03	16	1	0	0
      135	2020-06-10 16:07:42	16	1	0	0
      136	2020-06-10 16:09:55	16	1	0	0
      133	2020-06-10 16:11:09	16	1	0	0
       84	2020-06-10 16:12:37	16	1	0	0
       92	2020-06-10 16:12:49	16	1	0	0
       14	2020-06-10 16:18:05	16	1	0	0
       85	2020-06-10 16:18:11	16	1	0	0
       69	2020-06-10 16:18:16	16	1	0	0
      181	2020-06-10 16:18:36	16	1	0	0
      180	2020-06-10 16:18:39	16	1	0	0
      146	2020-06-10 16:18:47	16	1	0	0
      118	2020-06-10 16:18:52	16	1	0	0
       82	2020-06-10 16:18:58	16	1	0	0
      137	2020-06-10 16:20:24	16	1	0	0
       66	2020-06-10 16:21:50	16	1	0	0
       52	2020-06-10 16:21:55	16	1	0	0
       93	2020-06-10 16:22:15	16	1	0	0
       60	2020-06-10 16:22:22	16	1	0	0
       37	2020-06-10 16:23:20	16	1	0	0
       22	2020-06-10 16:25:27	16	1	0	0
      132	2020-06-10 16:25:59	16	1	0	0
        5	2020-06-10 16:26:31	16	1	0	0
      104	2020-06-10 16:26:59	16	1	0	0
      155	2020-06-10 16:27:04	16	1	0	0
      100	2020-06-10 16:27:20	16	1	0	0
       87	2020-06-10 16:27:36	16	1	0	0
      117	2020-06-10 16:27:43	16	1	0	0
       76	2020-06-10 16:27:49	16	1	0	0
       57	2020-06-10 16:28:15	16	0	0	0
       57	2020-06-10 16:28:21	16	1	0	0
       33	2020-06-10 16:28:45	16	1	0	0
      159	2020-06-10 16:29:45	16	1	0	0
      129	2020-06-10 16:29:57	16	1	0	0
       36	2020-06-10 16:30:05	16	1	0	0
       71	2020-06-10 16:30:29	16	1	0	0
       58	2020-06-10 16:33:03	16	1	0	0
      168	2020-06-10 16:33:15	16	1	0	0
